DetID,MIPMPV_ADC,MIPWIDTH_ADC,MIP_SLOPE
0x18800103,363.4023367601664,207.390966360332,0.0127090253607579
0x18800102,392.11623429044647,223.7764111296533,0.0117783865969459
0x18800101,414.2326764719969,247.96754146556455,0.0110086767631447
0x18800100,403.719104869643,238.92594047347015,0.0113311433813307
0x18880103,450.83828823840776,280.93089991857426,0.0099970195812712
0x18880102,449.6635098087943,264.6842261875499,0.0101883069513473
0x18880101,480.88704583489454,292.7754422933026,0.009437230277108
0x18880100,408.2552811627955,254.88553121752324,0.0110332937532556
0x18800107,487.6677467052791,455.75912983474177,0.007722475144232
0x18800106,491.70441213714224,329.2015857332155,0.0089536309132336
0x18800105,419.39139203735937,246.51655357652072,0.0109278742553164
0x18800104,426.6036436524651,248.34729973799463,0.0107707919794482
0x18880107,423.2696676221089,252.22393369201563,0.0107873382364725
0x18880106,484.1335195771119,339.5738519059786,0.0089403166528473
0x18880105,430.1376102980969,258.6399814819082,0.0105883201594024
0x18880104,420.4101420149713,251.3855400647588,0.0108502923977637
0x18800203,437.14506028656194,265.1867256706471,0.0103923632644386
0x18800202,449.55827933182985,272.02759450709203,0.0101127545544367
0x18800201,472.0280666765949,293.95952466021083,0.0095499750603131
0x18800200,432.863599047573,261.9764070287088,0.0105022003872191
0x18880203,434.0747981822115,261.8835270200287,0.0104823152960388
0x18880202,448.4597125269518,270.3822536626496,0.0101480009174211
0x18880201,423.3305434343396,263.97068195776853,0.010644400987318
0x18880200,508.0378167912313,334.3575014762379,0.0087170518957331
0x18800207,589.7032054497896,437.037610223475,0.0071798270387453
0x18800206,518.1628272244466,431.53446425623457,0.0077425725017326
0x18800205,433.54971103271225,279.63509079640306,0.0102834186567403
0x18800204,447.1584250606037,274.41632570254524,0.0101254746930219
0x18880207,515.1214276669472,432.44757293772193,0.0077567011121618
0x18880206,443.7466312147373,271.7167997334907,0.0102100107468593
0x18880205,400.46671153649,242.9107685686938,0.0113445342669643
0x18880204,406.55758449817847,229.6958341983895,0.0113885684774321
0x18800303,602.2118023661204,333.2853266322879,0.0077268786229253
0x18800302,544.0185875581016,409.5374049670105,0.007731179548877
0x18800301,659.1300440970797,362.2560668131674,0.0070711268927591
0x18800300,690.1864230414117,376.80702921416594,0.0067633009256663
0x18880303,588.5520655233357,289.7512052459452,0.0080987351582566
0x18880302,643.4582632048553,366.2400236066207,0.0071824189471253
0x18880301,512.2303988535168,302.5363479091474,0.0089356339022609
0x18880300,603.428190503012,325.8768100014352,0.0077546941097998
0x18800307,717.8264298991714,415.321528649643,0.0064113890433374
0x18800306,596.5539774146679,317.0050340765282,0.0078717588170857
0x18800305,629.8427836615348,425.17051097127415,0.0069696541483179
0x18800304,656.4137242199605,370.4605356925015,0.0070555136368369
0x18880307,512.6494606222217,394.7824520836999,0.0081229454673587
0x18880306,656.1831687392337,404.9754648132412,0.0068884851516573
0x18880305,604.2640338195558,415.2578655441285,0.0072179373596163
0x18880304,666.3882994409854,378.9100459752319,0.0069370243561362
0x18800400,703.1411109366005,427.90377119363256,0.006455050131901
0x18800401,533.6027543342534,407.54883754728553,0.0078325589012576
0x18800402,660.8609790598043,379.4576527868449,0.0069777600873482
0x18800403,609.1116330764544,319.1348102390536,0.0077324614733784
0x18880400,623.4054151170259,337.30632327997006,0.0075030081735576
0x18880401,608.9543399086515,354.5864110545916,0.0075450207463076
0x18880402,543.608076779596,339.5584785392469,0.0082848628080921
0x18880403,603.0784778667772,338.44522272638307,0.0076900990963711
0x18800404,-9999.0,-9999.0,-9999.0
0x18800405,689.243456501393,403.9991085473807,0.0066544128628718
0x18800406,694.5920286381718,399.1886851367158,0.0066373560618621
0x18800407,664.7700393678383,371.3507959501807,0.0069842298490505
0x18880404,619.1986202584937,365.49801689395593,0.0073931693311552
0x18880405,708.3268056927578,393.590023342304,0.0065630700845693
0x18880406,643.2650329871565,397.17896553152855,0.0070258905450423
0x18880407,651.9242348646949,373.9365211615111,0.0070752967230198
0x18800503,743.2133725744883,350.44862301688454,0.0064598652899967
0x18800502,724.701011235909,345.97791146337886,0.0066117215096916
0x18800501,701.322385583976,332.1375068705768,0.0068409944212942
0x18800500,655.1340236792951,336.20045543741253,0.0072194394962471
0x18880503,660.7449381160301,319.13890721653354,0.0072377077572168
0x18880502,656.441822280311,316.33733128285496,0.0072879463809807
0x18880501,660.8672901388785,325.0536264566434,0.0072137072421868
0x18880500,662.4637013319108,332.866654751658,0.007168485613058
0x18800507,674.4012361605355,346.74708066126755,0.0070105531088874
0x18800506,672.4921451742795,341.33017237379,0.0070481384252822
0x18800505,687.7929133604416,350.8081184944177,0.0068848534107176
0x18800504,607.2925401827581,340.1885043397544,0.0076401206778437
0x18880507,683.1458782078058,377.7495888966124,0.006812844626517
0x18880506,750.4782624438316,362.3190589984189,0.006372784485806
0x18880505,646.7871654496792,330.4158953728487,0.0073190964406626
0x18880504,705.7128883016113,364.8894746436762,0.0066920168253177
0x18800600,699.7807594641503,348.0583985810898,0.0067989444749621
0x18800601,712.2475804976776,391.26303583088986,0.0065445028183946
0x18800602,614.6924915259646,298.5565761769968,0.0077725921147421
0x18800603,782.2678781272474,365.73696310954006,0.0061455167473495
0x18880600,604.7042351760183,329.04884625976854,0.0077251786818485
0x18880601,586.9051056818993,302.2513491981102,0.0080530964563837
0x18880602,654.9766730430703,327.80035419357296,0.007255777125463
0x18880603,657.7436166853303,324.69814982656567,0.0072432792176758
0x18800604,615.7257490659258,300.0415312966502,0.0077551780915384
0x18800605,640.3361457193431,351.38083756477727,0.0072812816030086
0x18800606,656.9893162940107,374.9611301506387,0.0070296731912118
0x18800607,663.3284975902494,347.80133992094835,0.0070993498979388
0x18880604,660.7067033676894,336.78023421594736,0.0071679795290352
0x18880605,613.7237003156744,307.5618682905016,0.0077415917804485
0x18880606,550.1441163739263,276.89321069150014,0.0086293272271736
0x18880607,579.1939101643566,253.9607994484899,0.008375665406566
0x18800703,534.5527110782966,346.8586055616016,0.0083239794769484
0x18800702,578.5918547726008,339.17400160275264,0.0079268147150132
0x18800701,456.5116863479758,370.1052660546,0.0089058917182624
0x18800700,532.2563808304028,361.7186740088409,0.0082277063038331
0x18880703,659.736582842582,335.21110590874747,0.0071829495681292
0x18880702,584.2548094235319,304.5251330437908,0.0080700579810785
0x18880701,586.9112616281275,398.9412354361121,0.0074609840466653
0x18880700,645.1348593928939,317.6666875188894,0.007388176510976
0x18800707,421.8481573724748,324.4655671308864,0.0098767094073868
0x18800706,576.4638445350604,309.3998782140327,0.0081284991165861
0x18800705,509.95557753524105,385.4820738793482,0.0082328993648183
0x18800704,484.9798326032509,385.9149372655013,0.0084582228441373
0x18880707,470.9897657504902,394.9711881743816,0.0084881902235651
0x18880706,590.8826626896508,353.765644469305,0.0077172102088399
0x18880705,470.057110317851,460.1634375076308,0.0077879206845212
0x18880704,429.6500795800395,322.1488961857765,0.009805970580506
0x18800800,593.6892327985039,350.8652913281446,0.007708294643474
0x18800801,579.2903138020139,400.6805125655627,0.0075111282299122
0x18800802,678.0350612186467,340.539364929886,0.007004439049402
0x18800803,605.8132800864638,399.8163044053213,0.0073032657043182
0x18880800,563.2215130298094,380.7422669254628,0.0077901037847429
0x18880801,440.8655735064541,330.06107709754934,0.0095626562387535
0x18880802,569.2191015681952,344.55765482879906,0.0079860397593409
0x18880803,647.7806658264836,347.944944440186,0.0072323762577664
0x18800804,464.7116782416113,350.77885883302486,0.0090400523914201
0x18800805,550.5635817313416,425.1671318785432,0.0075540922301339
0x18800806,678.7283671555892,335.7758924369814,0.0070166445492747
0x18800807,652.3867772190258,305.5957611365318,0.0073668292552083
0x18880804,620.9418273310044,331.17648403970134,0.0075566275852555
0x18880805,623.4109888899412,345.10788809166127,0.0074636652326883
0x18880806,644.0367626575994,381.8192028557898,0.0070995936600553
0x18880807,547.6672808144425,404.3667808208131,0.007743028449538
0x18800903,600.8393618203784,295.20152674263005,0.0079359545231182
0x18800902,591.249374574989,309.9696780695172,0.0079650362881909
0x18800901,587.9710225631188,299.24883597422905,0.0080570726226135
0x18800900,562.6700223932355,262.9223798988776,0.00854470441177
0x18880903,547.3324344707493,301.66635023090726,0.0085098553688937
0x18880902,557.116629063176,287.5064219813096,0.0084801850691532
0x18880901,595.0782523440388,306.9330806598699,0.0079400565775603
