# Source file pedestal_DPM0_20220426_092432.raw
# Produced 2022-05-03 02:05:18 GMT
DetID,PEDESTAL_ADC,PEDESTAL_RMS_ADC
0x18880605,   90.454,    1.807
0x18880606,  108.008,    1.728
0x18880607,   95.450,    1.471
0x18880700,   98.997,    1.785
0x18880701,   89.340,    1.359
0x18880702,   96.085,    1.621
0x18880703,   89.148,    1.581
0x18880704,   95.644,    1.409
0x18880705,  101.182,    1.516
0x18880706,   98.084,    1.829
0x18880707,  103.794,    1.567
0x18880800,  100.546,    1.658
0x18880801,  104.282,    1.494
0x18880802,  103.229,    1.577
0x18880803,   91.713,    1.683
0x18880804,  103.860,    1.621
0x18880805,  104.146,    1.607
0x18880806,   95.658,    1.504
0x18880807,   93.684,    1.405
0x18880900,   94.297,    2.828
0x18880901,   87.918,    2.923
0x18880902,   99.579,    3.114
0x18880903,  100.864,    2.113
0x18880904,  106.099,    1.720
0x18880905,  107.112,    2.137
0x18880906,   95.494,    2.673
0x18880907,   98.915,    3.142
0x18880a00,   89.826,    2.889
0x18880a01,  106.710,    2.892
0x18880a02,   90.696,    2.327
0x18880a03,   97.177,    3.407
0x18880a04,   96.927,    3.086
0x18880a05,   93.195,    2.710
0x18880a06,   94.209,    2.462
0x18880a07,  101.861,    2.915
0x18880a08,   91.602,    2.543
0x18880a09,   93.104,    1.972
0x18880a0a,   91.282,    1.981
0x18880a0b,   94.292,    1.715
0x18880b00,   93.925,    1.959
0x18880b01,  105.171,    1.515
0x18880b02,   94.412,    2.140
0x18880b03,  100.019,    1.827
0x18880b04,  103.739,    1.475
0x18880b05,  105.914,    1.878
0x18880b06,  105.333,    1.786
0x18880b07,   99.874,    2.239
0x18880b08,  100.831,    1.616
0x18880b09,  104.553,    1.748
0x18880b0a,   96.628,    1.946
0x18880b0b,   96.915,    2.253
# Source file pedestal_DPM1_20220426_092407.raw
# Produced 2022-05-03 02:05:30 GMT
0x18800c00,   92.984,    2.013
0x18800c01,   97.544,    2.371
0x18800c02,   98.757,    2.464
0x18800c03,  105.436,    2.198
0x18800c04,   95.081,    2.048
0x18800c05,   98.192,    2.517
0x18800c06,   92.457,    1.950
0x18800c07,   92.611,    1.725
0x18800c08,  107.284,    2.076
0x18800c09,   89.051,    2.173
0x18800c0a,  103.957,    2.079
0x18800c0b,   91.447,    2.135
0x18800d00,   90.067,    2.129
0x18800d01,   95.332,    2.032
0x18800d02,   97.041,    2.443
0x18800d03,  107.871,    2.324
0x18800d04,   96.040,    2.155
0x18800d05,  102.878,    2.053
0x18800d06,   95.874,    2.109
0x18800d07,  103.516,    2.093
0x18800d08,  100.354,    2.338
0x18800d09,   96.375,    1.996
0x18800d0a,   89.064,    2.132
0x18800d0b,   92.577,    2.083
0x18800e00,   93.716,    1.806
0x18800e01,   97.386,    2.338
0x18800e02,   94.691,    1.813
0x18800e03,   97.468,    2.219
0x18800e04,  104.303,    2.101
0x18800e05,   90.496,    2.054
0x18800e06,   94.161,    1.712
0x18800e07,  101.421,    2.122
0x18800e08,   98.769,    1.969
0x18800e09,   91.015,    1.680
0x18800e0a,  102.463,    1.628
0x18800e0b,  105.365,    1.539
0x18800f00,   92.207,    1.546
0x18800f01,  101.766,    1.648
0x18800f02,   93.082,    1.569
0x18800f03,   89.348,    1.828
0x18800f04,  104.774,    1.671
0x18800f05,   95.012,    1.196
0x18800f06,   92.228,    1.609
0x18800f07,   91.885,    1.593
0x18800f08,   93.129,    1.603
0x18800f09,   89.135,    1.528
0x18800f0a,   92.634,    1.556
0x18800f0b,  103.593,    1.792
0x18801000,   94.200,    1.101
0x18801001,   94.043,    1.138
0x18801002,  101.734,    1.387
0x18801003,   96.403,    1.561
0x18801004,   96.677,    1.694
0x18801005,   97.517,    1.763
0x18801006,   94.713,    1.038
0x18801007,   97.671,    1.850
0x18801008,  104.526,    1.590
0x18801009,   90.963,    1.978
0x1880100a,   96.896,    1.793
0x1880100b,  102.161,    1.271
0x18801100,   88.372,    1.416
0x18801101,   90.892,    1.482
0x18801102,   94.763,    1.054
0x18801103,   89.646,    1.469
0x18801104,  101.258,    1.469
0x18801105,   95.373,    1.332
0x18801106,   96.785,    1.923
0x18801107,   91.873,    1.541
0x18801108,   94.224,    1.194
0x18801109,  103.010,    1.402
0x1880110a,   94.288,    1.300
0x1880110b,  102.264,    1.649
0x18801200,  100.975,    1.573
0x18801201,  101.922,    1.441
0x18801202,   95.502,    1.334
0x18801203,   88.984,    1.556
0x18801204,   94.232,    1.290
0x18801205,  101.525,    1.557
0x18801206,   93.665,    1.312
0x18801207,   96.475,    1.739
0x18801208,   92.698,    1.501
0x18801209,   96.706,    1.755
0x1880120a,  101.394,    1.363
0x1880120b,  104.882,    1.459
0x18801300,   94.596,    1.080
0x18801301,   90.144,    1.253
0x18801302,   92.975,    1.194
0x18801303,   96.725,    1.693
0x18801304,   96.681,    1.667
0x18801305,  100.906,    1.430
0x18801306,   97.445,    1.811
0x18801307,   94.433,    1.225
0x18801308,   99.156,    1.511
0x18801309,   94.731,    1.137
0x1880130a,   90.051,    1.504
0x1880130b,   97.590,    1.960
0x18880c00,  102.205,    2.291
0x18880c01,   94.330,    2.015
0x18880c02,   91.306,    2.150
0x18880c03,   93.498,    1.797
0x18880c04,   96.617,    2.328
0x18880c05,  106.620,    2.098
0x18880c06,   94.770,    1.828
0x18880c07,   92.898,    2.003
0x18880c08,   90.741,    2.240
0x18880c09,   99.494,    2.392
0x18880c0a,  108.687,    2.085
0x18880c0b,   93.162,    1.855
0x18880d00,  100.040,    2.227
0x18880d01,   93.022,    1.668
0x18880d02,   95.195,    2.020
0x18880d03,   99.600,    2.416
0x18880d04,  100.596,    2.164
0x18880d05,  101.499,    2.198
0x18880d06,   94.131,    1.816
0x18880d07,  104.476,    2.034
0x18880d08,  105.802,    2.063
0x18880d09,  103.282,    1.983
0x18880d0a,   94.284,    1.731
0x18880d0b,  107.675,    2.021
0x18880e00,  108.600,    2.025
0x18880e01,  101.306,    2.103
0x18880e02,   91.114,    1.971
0x18880e03,   93.968,    1.849
0x18880e04,  101.205,    1.927
0x18880e05,  101.958,    2.156
0x18880e06,  104.380,    2.085
0x18880e07,  106.100,    2.108
0x18880e08,  101.679,    1.588
0x18880e09,   89.297,    1.638
0x18880e0a,   93.727,    1.340
0x18880e0b,   90.413,    1.513
0x18880f00,   97.759,    4.172
0x18880f01,   91.687,    1.474
0x18880f02,  104.108,    1.802
0x18880f03,  106.041,    1.728
0x18880f04,   91.050,    1.561
0x18880f05,   99.099,    2.006
0x18880f06,  103.256,    1.689
0x18880f07,  105.353,    1.684
0x18880f08,   97.095,    2.093
0x18880f09,   93.957,    1.451
0x18880f0a,   90.732,    1.665
0x18880f0b,   90.075,    1.624
0x18881000,   88.592,    1.480
0x18881001,   99.909,    1.477
0x18881002,   96.385,    1.623
0x18881003,   91.549,    1.453
0x18881004,   97.315,    1.718
0x18881005,  101.494,    1.396
0x18881006,   95.483,    1.244
0x18881007,   96.065,    1.534
0x18881008,   95.161,    1.152
0x18881009,   94.395,    1.070
0x1888100a,   97.042,    1.859
0x1888100b,   94.728,    1.118
0x18881100,  100.261,    1.493
0x18881101,   96.706,    1.667
0x18881102,   92.894,    1.376
0x18881103,   93.730,    1.239
0x18881104,  100.524,    1.540
0x18881105,  103.165,    1.337
0x18881106,  102.415,    1.558
0x18881107,  100.271,    1.569
0x18881108,   99.909,    1.618
0x18881109,  105.564,    1.515
0x1888110a,  107.891,    1.632
0x1888110b,   90.939,    1.652
0x18881200,   99.679,    1.818
0x18881201,   98.933,    1.781
0x18881202,  105.328,    1.497
0x18881203,   98.463,    1.737
0x18881204,   90.433,    3.501
0x18881205,   95.154,    1.218
0x18881206,  106.429,    1.409
0x18881207,   99.642,    1.743
0x18881208,   90.916,    1.471
0x18881209,   90.220,    1.399
0x1888120a,  103.120,    1.401
0x1888120b,  101.389,    1.392
0x18881300,   93.585,    1.222
0x18881301,   92.557,    1.374
0x18881302,   94.966,    1.156
0x18881303,   92.329,    1.414
0x18881304,  100.385,    1.464
0x18881305,   97.207,    1.841
0x18881306,   97.365,    1.795
0x18881307,   92.616,    1.474
0x18881308,  100.498,    1.511
0x18881309,  101.379,    1.465
0x1888130a,  102.510,    1.474
0x1888130b,   95.084,    1.239
