DetID,bx_shift,mean_shift
411570440,720,-9.50635386119258
411570441,720,-17.729716520039098
411570442,720,-1.783968719452588
411570443,720,4.288856304985337
411570688,720,3.34799608993157
411570689,720,2.223851417399807
411570690,720,0.1466275659823992
411570691,720,-10.679374389051802
411570692,720,7.966764418377323
411570693,720,2.688172043010752
411570694,720,7.453567937438905
411570695,720,-3.5068426197458398
411570696,720,26.075268817204304
411570697,720,33.82209188660802
411570698,720,4.374389051808407
411570699,720,-4.032258064516128
411570944,720,21.505376344086017
411570945,720,-26.53958944281524
411570946,720,0.0
411570947,720,6.89149560117302
411570948,720,1.368523949169102
411570949,720,11.168132942326494
411570950,720,2.2238514173998
411570951,720,1.9550342130987275
411570952,720,-5.865102639296183
411570953,720,-2.150537634408608
411570954,720,-3.3968719452590506
411570955,720,11.119257086999028
