DetID,bx_shift,mean_shift
411567622,975,3.641251221896383
411567623,975,14.173998044965789
411567872,975,-17.717497556207228
411567873,975,1.4051808406647126
411567874,975,16.64222873900294
411567875,975,5.400782013685237
411567876,975,-3.836754643206256
411567877,975,4.349951124144667
411567878,975,39.3206256109482
411567879,975,-16.263440860215052
411568128,975,-18.401759530791796
411568129,975,-4.276637341153474
411568130,975,-24.24242424242424
411568131,975,-9.57966764418378
411568132,975,-15.224828934506364
411568133,975,-21.236559139784944
411568134,975,-1.5884652981427223
411568135,975,6.549364613880741
411568384,716,19.94134897360704
411568385,716,1.5151515151515085
411568386,716,-9.579667644183772
411568387,716,-10.94819159335288
411568388,716,-18.27956989247312
411568389,716,11.583577712609973
411568390,716,-2.248289345063533
411568391,716,-4.56989247311828
411568640,716,-24.9266862170088
411568641,716,-6.085043988269796
411568642,716,-26.759530791788848
411568643,716,1.8084066471163207
411568644,716,-3.54349951124145
411568645,716,-11.388074291300104
411568646,716,-3.9833822091886617
411568647,716,-24.425708699902245
411568648,716,-32.42913000977517
411568649,716,-4.276637341153474
411568650,716,-8.541055718475075
411568651,716,0.5131964809384186
411568896,980,0.0
411568897,980,-21.11436950146628
411568898,980,-23.240469208211152
411568899,980,-0.6598240469208179
411568900,980,-0.5865102639296254
411568901,980,-21.55425219941349
411568902,980,-26.221896383186703
411568903,980,-4.814271749755619
411568904,980,-0.8064516129032313
411568905,980,6.89149560117302
411568906,980,-29.3010752688172
411568907,980,17.00879765395895
411569152,475,0.0
411569153,475,-0.2443792766373462
411569154,475,0.0
411569155,475,0.0
411569156,475,2.663734115347019
411569157,475,0.0
411569158,475,0.0
411569159,475,0.0
411569160,475,-2.101661779081134
411569161,475,-11.21700879765396
411569162,475,0.0
411569163,475,0.0
411569408,475,0.0
411569409,475,0.0
411569410,475,-1.050830889540567
411569411,475,0.0
411569412,475,0.0
411569413,475,0.0
411569414,475,0.0
411569415,475,-1.1119257086999037
411569416,475,0.0
411569417,475,0.0
411569418,475,-4.64320625610948
411569419,475,-10.654936461388068
411569664,475,-20.149071358748778
411569665,475,0.0
411569666,475,0.0
411569667,475,0.0
411569668,475,-0.3176930596285459
411569669,475,-6.219452590420339
411569670,475,-2.810361681329425
411569671,475,-3.323558162267844
411569672,980,5.376344086021504
411569673,980,5.351906158357771
411569674,980,3.34799608993157
411569675,980,27.529325513196483
411569920,980,10.361681329423265
411569921,980,5.913978494623649
411569922,980,-16.520039100684258
411569923,980,17.71749755620724
411569924,980,0.0
411569925,980,-3.225806451612897
411569926,980,-13.44086021505376
411569927,980,-16.81329423264907
411569928,980,-2.3949169110459465
411569929,980,-12.927663734115356
411569930,980,0.0
411569931,980,11.852394916911052
411570176,980,0.0
411570177,980,0.3665689149560194
411570178,980,0.0
411570179,980,-9.628543499511238
411570180,980,-0.8064516129032313
411570181,980,-0.2932551319648127
411570182,980,8.89540566959922
411570183,980,-0.9530791788856304
411570184,980,-0.7697947214076208
411570185,980,35.94819159335289
411570186,980,-6.524926686217007
411570187,980,0.0
411570432,980,-8.504398826979468
411570433,980,-3.225806451612911
411570434,980,0.0
411570435,980,11.876832844574778
411570436,980,0.0
411570437,980,-1.5640273704790388
411570438,980,-26.564027370478925
411570439,980,-278.128054740958
411570440,980,25.0
411570441,980,74.24242424242414
411570442,980,0.0
411570443,980,0.0
411570688,0,488.5386119257088
411570689,0,1.5640273704790388
411570690,0,-86.33919843597266
411570691,0,-1.5640273704789251
411570692,0,0.0
411570693,0,-23.43597262952099
411570694,0,-4.960899315738061
411570695,0,-6.842619745845468
411570696,0,-128.12805474095796
411570697,0,10.93597262952096
411570698,0,0.0
411570699,0,0.0
411570944,0,0.0
411570945,0,0.0
411570946,0,23.43597262952096
411570947,0,0.0
411570948,0,0.0
411570949,0,7.355816226783872
411570950,0,-3.1280547409580777
411570951,0,0.0
411570952,0,0.0
411570953,0,0.0
411570954,0,0.0
411570955,0,0.0
