DetID,PEDESTAL_ADC,PEDESTAL_RMS_ADC
0x18800100,94.511,1.66
0x18800101,94.265,1.783
0x18800102,91.81,1.836
0x18800103,91.331,1.84
0x18800104,103.401,2.238
0x18800105,98.836,2.245
0x18800106,102.34,2.331
0x18800107,96.947,3.6
0x18800200,94.767,1.911
0x18800201,96.402,2.36
0x18800202,95.832,2.516
0x18800203,106.26,2.547
0x18800204,93.601,1.471
0x18800205,95.254,1.463
0x18800206,107.011,2.509
0x18800207,106.171,2.608
0x18800300,91.249,3.933
0x18800301,91.492,3.946
0x18800302,98.013,3.549
0x18800303,101.987,3.412
0x18800304,92.734,4.621
0x18800305,105.209,4.734
0x18800306,99.452,4.073
0x18800307,99.581,4.014
0x18800400,106.735,4.443
0x18800401,103.026,4.077
0x18800402,107.041,4.19
0x18800403,100.621,4.007
0x18800404,101.668,4.146
0x18800405,96.34,4.379
0x18800406,96.283,4.213
0x18800407,103.702,4.023
0x18800500,104.471,2.158
0x18800501,88.437,2.03
0x18800502,93.84,1.938
0x18800503,94.847,1.716
0x18800504,105.99,2.173
0x18800505,104.835,2.047
0x18800506,103.076,2.064
0x18800507,90.943,1.848
0x18800600,108.614,2.122
0x18800601,92.033,2.091
0x18800602,102.485,1.778
0x18800603,96.309,2.16
0x18800604,96.419,2.113
0x18800605,102.915,2.103
0x18800606,102.864,1.93
0x18800607,93.918,1.728
0x18800700,99.267,1.64
0x18800701,93.874,1.304
0x18800702,92.486,1.61
0x18800703,101.042,1.588
0x18800704,101.86,1.538
0x18800705,103.437,1.588
0x18800706,165.138,5.476
0x18800707,92.118,1.619
0x18800800,102.521,1.373
0x18800801,99.433,1.727
0x18800802,94.781,1.496
0x18800803,95.588,1.658
0x18800804,93.745,1.39
0x18800805,95.477,1.446
0x18800806,103.984,1.678
0x18800807,103.457,1.6
0x18800900,94.064,2.615
0x18800901,94.887,2.55
0x18800902,100.895,3.361
0x18800903,95.694,2.711
0x18800904,101.79,3.185
0x18800905,108.955,2.184
0x18800906,101.218,2.907
0x18800907,103.692,2.657
0x18800a00,93.541,3.325
0x18800a01,90.912,3.067
0x18800a02,99.41,2.828
0x18800a03,105.166,3.06
0x18800a04,103.862,3.204
0x18800a05,98.424,3.177
0x18800a06,93.966,2.828
0x18800a07,90.144,3.454
0x18800a08,95.636,2.206
0x18800a09,94.351,2.185
0x18800a0a,93.056,2.222
0x18800a0b,96.382,2.277
0x18800b00,106.407,2.144
0x18800b01,94.794,2.253
0x18800b02,101.51,1.904
0x18800b03,105.041,1.858
0x18800b04,92.949,2.76
0x18800b05,92.297,2.62
0x18800b06,94.55,2.465
0x18800b07,107.87,1.956
0x18800b08,97.733,1.976
0x18800b09,102.703,1.873
0x18800b0a,104.065,1.833
0x18800b0b,107.999,1.842
0x18880100,103.475,1.895
0x18880101,95.746,1.708
0x18880102,103.272,2.171
0x18880103,102.168,2.246
0x18880104,94.842,1.865
0x18880105,93.164,2.0
0x18880106,105.193,2.219
0x18880107,105.764,2.369
0x18880200,95.164,1.829
0x18880201,102.057,2.225
0x18880202,104.439,2.218
0x18880203,107.371,2.497
0x18880204,94.726,1.27
0x18880205,94.66,1.72
0x18880206,101.795,1.995
0x18880207,103.616,1.864
0x18880300,96.879,4.042
0x18880301,92.262,4.133
0x18880302,108.246,4.118
