DetID,PEDESTAL_ADC,PEDESTAL_RMS_ADC
0x18880303,94.748,4.084
0x18880304,98.849,4.178
0x18880305,104.588,4.279
0x18880306,106.164,4.615
0x18880307,95.49,4.409
0x18880400,95.533,4.391
0x18880401,101.25,4.111
0x18880402,101.428,3.958
0x18880403,98.358,4.173
0x18880404,94.848,4.219
0x18880405,94.02,4.306
0x18880406,97.05,3.833
0x18880407,94.193,3.932
0x18880500,97.922,2.266
0x18880501,107.65,2.453
0x18880502,100.742,2.459
0x18880503,101.121,2.557
0x18880504,93.225,1.969
0x18880505,92.68,1.839
0x18880506,95.514,1.939
0x18880507,89.774,1.937
0x18880600,100.175,2.227
0x18880601,96.214,2.041
0x18880602,102.258,2.033
0x18880603,94.361,1.666
0x18880604,106.079,2.034
0x18880605,92.299,1.865
0x18880606,109.102,1.728
0x18880607,96.69,1.91
0x18880700,100.977,1.685
0x18880701,90.256,1.512
0x18880702,97.349,1.791
0x18880703,90.76,1.561
0x18880704,96.323,1.638
0x18880705,102.44,1.458
0x18880706,99.969,1.763
0x18880707,104.811,1.676
0x18880800,102.32,1.668
0x18880801,105.093,1.735
0x18880802,104.185,1.623
0x18880803,92.554,1.748
0x18880804,105.222,1.6
0x18880805,105.046,1.597
0x18880806,96.778,1.803
0x18880807,94.31,1.263
0x18880900,95.938,3.179
0x18880901,89.15,3.249
0x18880902,100.73,3.177
0x18880903,102.442,2.238
0x18880904,107.371,2.012
0x18880905,107.867,2.558
0x18880906,96.555,3.134
0x18880907,100.097,3.352
0x18880a00,90.796,3.257
0x18880a01,107.479,3.055
0x18880a02,92.407,2.748
0x18880a03,98.273,3.743
0x18880a04,98.219,3.252
0x18880a05,94.708,2.857
0x18880a06,94.909,2.822
0x18880a07,102.438,2.952
0x18880a08,92.683,2.942
0x18880a09,94.409,2.335
0x18880a0a,92.957,2.582
0x18880a0b,94.851,2.371
0x18880b00,95.058,2.444
0x18880b01,106.112,1.73
0x18880b02,95.218,2.448
0x18880b03,100.82,1.941
0x18880b04,104.778,1.819
0x18880b05,107.177,2.001
0x18880b06,105.978,1.95
0x18880b07,100.959,2.346
0x18880b08,101.501,1.801
0x18880b09,105.289,1.801
0x18880b0a,97.947,2.144
0x18880b0b,97.63,2.393
0x18800c00,94.445,1.856
0x18800c01,98.715,2.359
0x18800c02,100.384,2.237
0x18800c03,106.98,2.181
0x18800c04,96.304,2.267
0x18800c05,100.302,2.336
0x18800c06,93.683,1.879
0x18800c07,93.795,1.515
0x18800c08,107.966,2.039
0x18800c09,90.744,2.119
0x18800c0a,104.903,2.069
0x18800c0b,92.925,1.989
0x18800d00,91.371,2.066
0x18800d01,96.87,2.309
0x18800d02,98.508,2.469
0x18800d03,108.627,2.15
0x18800d04,96.659,2.219
0x18800d05,103.546,2.043
0x18800d06,96.54,2.218
0x18800d07,104.126,2.031
0x18800d08,100.833,2.259
0x18800d09,96.749,2.083
0x18800d0a,89.249,2.083
0x18800d0b,92.851,2.007
0x18800e00,94.267,1.71
0x18800e01,97.775,2.372
0x18800e02,95.119,1.885
0x18800e03,98.328,2.192
0x18800e04,104.621,2.076
0x18800e05,91.314,2.044
0x18800e06,94.273,1.762
0x18800e07,101.383,2.091
0x18800e08,102.738,1.65
0x18800e09,92.898,1.647
0x18800e0a,103.947,1.637
0x18800e0b,106.875,1.591
0x18800f00,93.825,1.328
0x18800f01,103.263,1.606
0x18800f02,94.132,1.34
0x18800f03,90.751,1.798
0x18800f04,106.749,1.681
0x18800f05,96.185,1.69
0x18800f06,93.677,1.483
0x18800f07,93.44,1.417
0x18800f08,94.756,1.434
0x18800f09,90.143,1.451
0x18800f0a,94.127,1.33
0x18800f0b,105.355,1.804
0x18801000,95.999,1.458
0x18801001,96.352,1.549
0x18801002,103.546,1.42
0x18801003,98.373,1.518
0x18801004,98.001,1.723
0x18801005,98.981,1.631
0x18801006,95.605,1.315
0x18801007,99.394,1.663
0x18801008,106.014,1.534
0x18801009,92.835,2.148
0x1880100a,98.423,1.757
0x1880100b,103.283,1.452
0x18801100,90.022,1.333
0x18801101,92.365,1.497
0x18801102,95.852,1.422
0x18801103,90.923,1.5
0x18801104,101.822,1.427
0x18801105,96.376,1.764
0x18801106,97.856,1.996
0x18801107,94.302,1.215
0x18801108,94.583,1.105
0x18801109,104.573,1.419
0x1880110a,95.109,1.381
0x1880110b,103.141,1.539
0x18801200,101.71,1.436
0x18801201,102.538,1.407
0x18801202,96.618,1.812
0x18801203,90.275,1.501
0x18801204,94.876,1.188
0x18801205,102.445,1.494
0x18801206,94.513,1.091
0x18801207,97.597,1.873
0x18801208,95.724,1.57
0x18801209,98.461,1.725
0x1880120a,102.374,1.314
0x1880120b,106.369,1.468
0x18801300,95.17,1.139
0x18801301,91.557,1.312
0x18801302,93.776,1.063
0x18801303,98.192,1.758
0x18801304,97.94,1.66
0x18801305,102.289,1.344
0x18801306,99.458,1.56
0x18801307,95.317,1.33
0x18801308,100.646,1.458
0x18801309,95.867,1.49
0x1880130a,91.141,1.444
0x1880130b,99.86,1.751
0x18880c00,103.028,2.252
0x18880c01,95.295,2.049
0x18880c02,92.309,2.077
0x18880c03,94.817,1.711
0x18880c04,98.499,2.481
0x18880c05,108.519,2.037
0x18880c06,95.737,1.993
0x18880c07,93.775,1.852
0x18880c08,92.421,2.115
0x18880c09,101.085,2.187
0x18880c0a,109.931,1.99
0x18880c0b,94.561,1.692
0x18880d00,101.345,2.023
0x18880d01,94.037,1.42
0x18880d02,96.563,2.311
0x18880d03,101.387,2.24
0x18880d04,100.942,2.137
0x18880d05,102.504,2.188
0x18880d06,94.535,1.879
0x18880d07,104.444,2.036
0x18880d08,106.028,2.034
0x18880d09,103.601,1.969
0x18880d0a,93.993,1.729
0x18880d0b,108.163,1.989
0x18880e00,108.791,2.011
0x18880e01,101.649,2.094
0x18880e02,91.73,1.987
0x18880e03,94.613,1.841
0x18880e04,101.716,1.987
0x18880e05,102.826,2.126
0x18880e06,104.765,2.073
0x18880e07,106.318,2.085
0x18880e08,103.144,1.561
0x18880e09,90.941,1.62
0x18880e0a,94.905,1.21
0x18880e0b,91.847,1.533
0x18880f00,98.67,4.322
0x18880f01,92.701,1.461
0x18880f02,105.606,1.834
0x18880f03,107.638,1.694
0x18880f04,92.18,1.599
0x18880f05,100.775,1.8
0x18880f06,105.33,1.889
0x18880f07,106.787,1.677
0x18880f08,99.463,2.075
0x18880f09,94.918,1.343
0x18880f0a,92.69,1.593
0x18880f0b,91.587,1.619
0x18881000,90.28,1.364
0x18881001,100.961,1.427
0x18881002,97.965,1.658
0x18881003,93.067,1.373
0x18881004,98.81,1.515
0x18881005,102.996,1.36
0x18881006,96.914,1.698
0x18881007,97.261,1.752
0x18881008,96.353,1.617
0x18881009,95.253,1.128
0x1888100a,99.528,1.83
0x1888100b,95.611,1.417
0x18881100,101.61,1.393
0x18881101,98.527,1.607
0x18881102,94.439,1.12
0x18881103,94.87,1.069
0x18881104,101.491,1.475
0x18881105,103.94,1.335
0x18881106,103.343,1.586
0x18881107,100.752,1.583
0x18881108,100.688,1.539
0x18881109,106.428,1.458
0x1888110a,108.436,1.588
0x1888110b,91.912,1.615
0x18881200,101.083,1.619
0x18881201,99.959,1.684
0x18881202,106.168,1.506
0x18881203,99.44,1.601
0x18881204,90.836,3.529
0x18881205,95.628,1.466
0x18881206,106.923,1.335
0x18881207,100.953,1.631
0x18881208,92.267,1.489
0x18881209,91.822,1.45
0x1888120a,104.309,1.398
0x1888120b,102.513,1.338
0x18881300,94.328,1.027
0x18881301,93.689,1.211
0x18881302,96.318,1.691
0x18881303,93.345,1.352
0x18881304,101.539,1.371
0x18881305,98.937,1.69
0x18881306,98.692,1.66
0x18881307,93.936,1.271
0x18881308,101.964,1.447
0x18881309,102.784,1.467
0x1888130a,103.865,1.456
0x1888130b,96.249,1.667
