# Source file pedestal_DPM0_20220415_105328.raw
# Produced 2022-05-03 01:42:28 GMT
DetID,PEDESTAL_ADC,PEDESTAL_RMS_ADC
0x18880903,65.001,2.704
0x18880904,87.505,1.549
0x18880905,71.159,2.600
0x18880906,74.028,2.722
0x18880907,80.402,2.711
0x18880a00,57.644,2.637
0x18880a01,120.283,1.472
0x18880a02,72.008,1.586
0x18880a03,114.272,1.709
0x18880a04,58.076,2.306
0x18880a05,51.320,2.795
0x18880a06,77.987,2.352
0x18880a07,71.817,2.347
0x18880a08,70.705,1.460
0x18880a09,66.950,1.427
0x18880a0a,38.168,2.071
0x18880a0b,59.981,2.189
0x18880b00,50.478,2.207
0x18880b01,49.170,2.039
0x18880b02,62.366,1.445
0x18880b03,78.824,2.183
0x18880b04,52.534,1.861
0x18880b05,37.752,2.313
0x18880b06,49.497,2.225
0x18880b07,57.267,2.011
0x18880b08,68.963,2.141
0x18880b09,50.255,1.498
0x18880b0a,59.980,2.051
0x18880b0b,25.735,2.599
# Source file pedestal_DPM1_20220415_105222.raw
# Produced 2022-05-03 01:42:39 GMT
0x18800c00,93.061,2.333
0x18800c01,145.754,5.038
0x18800c02,87.658,2.261
0x18800c03,46.834,2.603
0x18800c04,99.323,2.615
0x18800c05,87.250,2.396
0x18800c06,89.728,2.307
0x18800c07,85.806,2.133
0x18800c08,103.747,2.342
0x18800c09,80.859,2.396
0x18800c0a,106.121,2.243
0x18800c0b,57.434,3.070
0x18800d00,63.707,2.474
0x18800d01,57.579,3.072
0x18800d02,76.811,2.400
0x18800d03,145.166,6.120
0x18800d04,131.392,1.979
0x18800d05,119.792,3.331
0x18800d06,95.084,3.560
0x18800d07,103.501,3.422
0x18800d08,146.735,28.123
0x18800d09,165.936,21.591
0x18800d0a,138.312,2.906
0x18800d0b,141.578,26.073
0x18800e00,126.315,3.213
0x18800e01,116.249,3.857
0x18800e02,166.753,11.210
0x18800e03,140.427,20.810
0x18800e04,116.514,3.954
0x18800e05,147.762,26.994
0x18800e06,153.946,23.076
0x18800e07,147.685,25.368
0x18800e08,94.268,1.795
0x18800e09,58.364,2.231
0x18800e0a,61.092,1.925
0x18800e0b,105.280,2.148
0x18800f00,99.219,2.397
0x18800f01,101.617,2.205
0x18800f02,114.447,2.367
0x18800f03,90.664,2.190
0x18800f04,78.679,2.035
0x18800f05,99.755,2.314
0x18800f06,132.593,2.269
0x18800f07,47.921,1.995
0x18800f08,100.559,2.371
0x18800f09,73.749,1.961
0x18800f0a,106.575,2.173
0x18800f0b,100.118,2.487
0x18801000,156.726,5.986
0x18801001,133.488,2.052
0x18801002,173.973,6.378
0x18801003,154.385,6.546
0x18801004,154.448,8.852
0x18801005,112.663,2.078
0x18801006,151.325,2.896
0x18801007,147.426,9.045
0x18801008,156.294,8.496
0x18801009,113.923,2.387
0x1880100a,144.657,7.267
0x1880100b,165.259,3.992
0x18801100,160.334,5.647
0x18801101,172.226,7.416
0x18801102,189.250,10.105
0x18801103,144.536,7.162
0x18801104,135.112,1.287
0x18801105,127.260,1.167
0x18801106,129.144,1.685
0x18801107,122.589,1.350
0x18801108,125.726,1.046
0x18801109,137.450,1.229
0x1880110a,125.812,1.139
0x1880110b,136.455,1.445
0x18801200,82.328,2.271
0x18801201,135.998,1.263
0x18801202,127.432,1.169
0x18801203,118.735,1.364
0x18801204,125.737,1.130
0x18801205,135.468,1.364
0x18801206,124.981,1.150
0x18801207,128.730,1.524
0x18801208,123.690,1.315
0x18801209,129.038,1.538
0x1880120a,135.294,1.194
0x1880120b,139.948,1.279
0x18801300,126.223,0.946
0x18801301,120.282,1.098
0x18801302,124.060,1.046
0x18801303,129.064,1.484
0x18801304,129.005,1.461
0x18801305,134.643,1.253
0x18801306,130.024,1.587
0x18801307,111.046,1.716
0x18801308,132.307,1.324
0x18801309,126.403,0.996
0x1880130a,120.158,1.318
0x1880130b,130.218,1.718
0x18880c00,84.928,2.181
0x18880c01,97.443,2.618
0x18880c02,63.773,2.502
0x18880c03,74.132,2.145
0x18880c04,61.366,2.978
0x18880c05,71.554,2.329
0x18880c06,96.301,2.445
0x18880c07,87.283,2.470
0x18880c08,89.656,2.510
0x18880c09,107.875,2.258
0x18880c0a,86.959,2.343
0x18880c0b,67.545,2.260
0x18880d00,94.287,2.067
0x18880d01,112.322,2.161
0x18880d02,116.341,2.509
0x18880d03,73.781,2.182
0x18880d04,128.751,2.536
0x18880d05,109.803,3.607
0x18880d06,141.267,16.799
0x18880d07,148.996,24.605
0x18880d08,145.757,28.138
0x18880d09,140.632,27.143
0x18880d0a,175.529,35.309
0x18880d0b,132.043,2.982
0x18880e00,140.501,24.015
0x18880e01,139.183,14.350
0x18880e02,104.850,4.181
0x18880e03,123.776,3.658
0x18880e04,140.817,12.426
0x18880e05,85.178,2.472
0x18880e06,120.084,3.476
0x18880e07,128.954,2.144
0x18880e08,127.100,2.109
0x18880e09,110.890,2.061
0x18880e0a,76.955,2.062
0x18880e0b,103.805,2.195
0x18880f00,63.010,4.254
0x18880f01,78.126,1.911
0x18880f02,71.606,2.234
0x18880f03,104.715,2.278
0x18880f04,101.792,2.244
0x18880f05,80.135,2.203
0x18880f06,105.435,3.277
0x18880f07,112.408,2.150
0x18880f08,87.058,2.343
0x18880f09,107.813,2.251
0x18880f0a,86.426,2.178
0x18880f0b,108.491,2.146
0x18881000,123.999,2.389
0x18881001,157.931,5.757
0x18881002,149.919,7.039
0x18881003,154.934,7.586
0x18881004,161.626,5.137
0x18881005,143.972,6.895
0x18881006,156.998,8.725
0x18881007,133.757,2.037
0x18881008,127.369,2.020
0x18881009,140.477,3.768
0x1888100a,107.576,2.213
0x1888100b,148.662,9.275
0x18881100,111.842,2.048
0x18881101,152.493,8.069
0x18881102,164.502,3.333
0x18881103,126.824,2.065
0x18881104,134.133,1.350
0x18881105,137.657,1.172
0x18881106,136.656,1.365
0x18881107,133.795,1.375
0x18881108,133.312,1.418
0x18881109,140.858,1.328
0x1888110a,143.963,1.430
0x1888110b,121.343,1.448
0x18881200,133.005,1.593
0x18881201,132.010,1.561
0x18881202,140.543,1.312
0x18881203,131.383,1.522
0x18881204,120.668,3.068
0x18881205,126.967,1.067
0x18881206,142.012,1.235
0x18881207,132.956,1.527
0x18881208,121.312,1.289
0x18881209,120.384,1.226
0x1888120a,137.597,1.228
0x1888120b,135.287,1.220
0x18881300,124.874,1.071
0x18881301,85.000,1.000
0x18881302,126.717,1.013
0x18881303,123.198,1.239
0x18881304,133.947,1.283
0x18881305,129.707,1.613
0x18881306,129.918,1.573
0x18881307,123.581,1.292
0x18881308,134.098,1.324
0x18881309,135.274,1.284
0x1888130a,136.783,1.292
0x1888130b,126.874,1.086
