DetID,m_adc_i,cut_point_tot,high_slope,high_offset,low_slope,low_power,low_offset,tot_not,channel,flagged
0x18800a06,1756.0387,1267.0,8.65473254,664.5320099,12.61922839,0.471160016,583.5262593,976.6250385,33,0
0x18800a07,1764.769401,1153.666667,8.778393766,664.4657391,9.183922924,0.500295834,627.4950743,1069.374427,34,0
0x18880303,1705.154296,1023.0,8.187273543,626.8215522,6.632355573,0.547117018,617.9437662,1082.78963,0,0
0x18880302,1758.602495,1052.0,8.416014938,610.3673528,6.22333237,0.5481491,607.397527,1160.523082,1,0
0x18880301,1653.942137,1034.666667,7.92502466,591.6014977,6.863477701,0.54340036,584.6215314,1173.830516,2,0
0x18880300,1628.182822,1019.666667,7.776852959,577.2647664,9.062777521,0.516593726,538.2634176,1115.003129,3,0
0x18800303,1776.29703,942.0,8.587919285,614.944102,5.015251765,0.585209123,589.9232262,1216.433879,4,0
0x18800302,1793.866399,1204.333333,8.531865293,579.8606134,3.610424604,0.608978772,602.3477549,1317.808592,5,0
0x18800301,1649.685557,1206.333333,7.991498603,593.2119233,7.547143366,0.533204722,557.8713788,1170.809549,6,0
0x18800300,1818.135638,955.3333333,8.566318211,610.3468307,4.828822947,0.590168308,581.8813058,1101.712074,7,0
0x18880307,1663.245397,1201.333333,7.993338947,581.7249123,8.326487258,0.520998738,558.2120228,1221.851904,9,0
0x18880306,1602.088199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,1
0x18880305,1749.276538,1053.0,8.364175858,609.1513942,6.909365443,0.540240214,586.3007444,1110.807685,11,0
0x18880304,1615.245161,1028.666667,7.728955395,585.1167133,8.340443073,0.522843061,565.2486998,1106.143232,12,0
0x18800307,1732.433851,1008.0,8.335006961,614.5799997,5.339794888,0.573519184,612.615302,1143.254077,13,0
0x18800306,1809.516831,1248.0,8.685926724,630.8687474,9.07747661,0.502537384,594.3243887,1149.060859,14,0
0x18800305,1668.424594,1039.333333,7.991266063,597.7996936,3.901934722,0.603024671,641.5903291,1225.656642,15,0
0x18800304,1567.329561,1044.0,7.576809525,607.5964741,7.20498494,0.540301113,602.4975882,1112.360116,16,0
0x18880400,1659.415979,1202.666667,7.996087475,589.2369769,7.591189919,0.535871904,536.016324,1136.392046,18,0
0x18880402,1823.825357,1218.0,8.747602544,600.3611921,9.13351723,0.511264147,522.5063507,1158.146912,20,0
0x18880403,1681.425673,944.0,8.117931952,600.9548442,7.11311063,0.54661318,579.0388722,1193.336042,21,0
0x18800400,1674.643079,991.6666667,8.073456528,595.9805033,5.006215113,0.588903183,597.9422929,1188.522322,22,0
0x18800401,1599.410425,1217.0,7.687125858,595.3057339,10.50374699,0.494041544,568.5263591,1135.128444,23,0
0x18800402,1652.803043,1051.666667,7.977071563,615.4617527,7.645208914,0.528726021,604.3064732,1131.863412,24,0
0x18800403,1798.258257,1051.666667,8.637166699,608.997644,6.874273496,0.534394917,607.7227593,1231.473245,25,0
0x18880404,1667.06826,949.3333333,8.110058575,603.8278721,6.969670398,0.550561798,585.7890192,1183.146346,27,0
0x18880405,1651.820076,1201.666667,7.998363098,585.9596259,9.390322932,0.509211946,542.9113578,1172.324453,28,0
0x18880406,1791.360668,1048.666667,8.600519447,610.6656884,7.896785128,0.52370509,573.4195563,1137.531518,29,0
0x18880407,1848.621311,1111.333333,8.810203751,605.0731519,5.358950331,0.55995902,606.9312771,1219.927589,30,0
0x18800404,1721.094793,1230.333333,8.266220365,608.4345618,9.236036456,0.505252972,577.8532842,1135.771295,31,0
0x18800405,1719.193136,1221.333333,8.378810179,613.7093129,6.987242709,0.538475751,586.5206284,1177.328307,32,0
0x18800406,1711.778106,1166.666667,8.219823366,601.6150952,10.31341636,0.490916824,572.0624549,1129.623101,33,0
0x18800407,1666.456557,1157.333333,8.115034067,609.4696559,10.07479931,0.49552462,573.5525546,1141.213536,34,0
0x18880503,1585.689982,1747.333333,7.539268064,612.6445311,3.0403623,0.670063648,581.3991273,960.859994,0,0
0x18880502,1616.673824,1149.333333,7.086764613,566.1740588,1.372882288,0.76608127,655.457128,1026.603666,1,0
0x18880501,1600.589137,1269.0,8.018815381,693.3627505,5.796957457,0.564701519,627.4015721,969.8882415,2,0
0x18880500,1646.873966,1027.333333,0.0,0.0,0.0,0.0,0.0,0.0,3,1
0x18800503,1473.130258,1272.666667,7.068762813,647.1963538,11.71018138,0.501056315,538.6650862,855.9692417,4,0
0x18800502,1573.597683,1387.666667,7.718319974,666.0494733,4.764112248,0.596835886,616.1130157,953.5325804,5,0
0x18800501,1629.845484,1815.333333,7.804066461,623.9345709,2.512236586,0.652081287,678.3179796,1197.315689,6,0
0x18800500,1612.772251,1012.333333,7.537574616,600.9727504,6.825846985,0.56739229,532.7276566,937.1088761,7,0
0x18880507,1612.769738,1278.0,7.96655861,686.87269,9.492173599,0.508864862,601.6764129,896.94567,9,0
0x18880506,1588.417914,1248.333333,0.0,0.0,0.0,0.0,0.0,0.0,10,1
0x18880505,1545.629245,1951.0,3.075693152,-908.4895209,0.009676231,1.325148978,671.071911,76.97958154,11,0
0x18880504,1558.052278,1067.0,7.717798439,658.2665322,4.441181039,0.603973593,604.4983952,1028.177565,12,0
0x18800507,1594.972105,1009.333333,7.768412174,677.0836411,1.466530518,0.74533508,708.3344595,1052.541406,13,0
0x18800506,1580.93845,1019.666667,7.579903917,627.8287513,4.151717896,0.619372811,602.6291272,1003.911355,14,0
0x18800505,1515.917801,1184.666667,7.29733145,617.6838474,5.47589384,0.578981222,592.4726263,962.6226072,15,0
0x18800504,1500.644973,1702.0,7.171885285,627.7242066,6.982004646,0.564942588,557.0768014,909.326373,16,0
0x18880600,1600.09746,1265.333333,7.832997972,660.1573556,14.24187759,0.474406224,509.1878678,889.8979523,18,0
0x18880602,1569.424069,1090.333333,7.591227026,645.3996675,3.546364749,0.62200225,664.0636946,1035.681948,20,0
0x18880603,1551.979716,1737.666667,7.486349015,630.6185669,7.845455518,0.555113309,513.4035507,901.7850887,21,0
0x18800600,1605.894597,2548.333333,7.388035319,594.1829635,2.638941296,0.668278737,642.6067389,1059.749291,22,0
0x18800601,1603.74791,1077.666667,7.667094745,631.2492469,5.362784484,0.597339896,558.9295869,931.8652406,23,0
0x18800602,1790.968203,682.6666667,0.0,0.0,0.0,0.0,0.0,0.0,24,1
0x18800603,1562.789043,1038.0,7.491493473,604.4775332,2.817736479,0.677710646,583.2533027,992.386304,25,0
0x18880604,1587.693271,1018.0,7.477026341,611.985842,4.381514707,0.619544173,575.2728351,962.073901,27,0
0x18880605,1554.684374,873.0,4.716568894,466.9818362,184.5238602,0.186964413,162.8345192,903.3566428,28,1
0x18880606,1602.490823,1051.0,7.396000506,584.2246145,7.085790706,0.550873185,542.7193594,1017.597322,29,0
0x18880607,1580.238652,959.3333333,7.3361407,592.0183216,6.844156317,0.571326483,525.4738491,918.2050761,30,0
0x18800604,1569.963646,1267.666667,7.547217538,641.0216132,14.80108126,0.466865858,537.0655103,873.1389613,31,0
0x18800605,1554.375452,1143.0,7.720714456,643.433735,9.204120703,0.528798177,543.2797509,864.4695509,32,0
0x18800606,1527.714375,1005.333333,7.316551947,622.4102518,1.065520132,0.786674562,692.4173304,1122.288221,33,0
0x18800607,1574.965371,978.6666667,7.582331781,651.291605,69.3126888,0.294376635,367.0009801,915.1410116,34,0
0x18880a08,1807.405269,1149.666667,8.694289513,660.6843523,12.13440797,0.471050519,577.6317015,1005.192677,0,0
0x18880a09,1746.055965,1168.0,8.22412385,645.6164513,8.8278338,0.493974155,672.0461833,1108.762589,1,0
0x18880a0a,1739.793202,1122.333333,8.165066869,615.605967,10.86130572,0.484582298,581.4754286,1104.785673,2,0
0x18880a0b,1689.174076,1184.333333,7.990003922,622.1430763,7.026557962,0.536379205,603.3828384,1114.706428,3,0
0x18800a08,1534.240625,682.6666667,0.0,0.0,0.0,0.0,0.0,0.0,4,1
0x18800a09,1745.516423,1204.0,8.176191282,624.6261641,7.701510943,0.521515304,620.1403836,1108.419974,5,0
0x18800a0a,1801.987533,1142.333333,8.585832142,641.0310446,11.64993248,0.475975554,577.9048975,1091.927016,6,0
0x18800a0b,1734.288925,1067.666667,8.18047081,615.9146017,6.047829656,0.551987623,615.4357036,1101.290404,7,0
0x18880b03,1718.250924,1068.333333,8.165670376,635.0882408,8.573420457,0.531513351,540.9290784,998.3977539,9,0
0x18880b02,1760.747928,2334.666667,8.214443105,607.8362809,5.19325329,0.588521573,582.7153735,1066.937587,10,0
0x18880b01,1758.390758,961.3333333,8.136463428,597.5096899,189.2262737,0.184632657,184.2083112,1065.509244,11,0
0x18880b00,1535.277498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,1
0x18800b03,1734.821184,985.0,8.304436894,646.5254608,4.762101797,0.591385901,629.1490659,1101.628394,13,0
0x18800b02,1577.182412,736.3333333,6.944235083,610.0710707,81.21482173,0.260770706,428.3014067,877.1536948,14,0
0x18800b01,1793.459969,1084.0,8.566874966,646.2720248,183.1033255,0.19440546,199.0987526,1042.098322,15,0
0x18800b00,1759.536228,1176.333333,8.382479596,615.8456512,5.41404731,0.562793529,613.9060801,1204.95584,16,0
0x18880b07,1760.470124,1181.333333,8.521612797,649.7446249,61.78612857,0.30166642,356.7077008,1022.929418,18,0
0x18880b05,1714.77589,1241.666667,8.140984164,608.8298266,7.129006593,0.540989644,558.3536674,1088.899436,20,0
0x18880b04,1677.51576,1236.0,7.99613418,608.9088572,6.513024494,0.548602318,604.5074442,1148.787038,21,0
0x18800b07,1557.908066,1196.0,7.258623805,623.1310688,12.17088471,0.489364411,516.1304163,827.6386599,22,0
0x18800b06,1704.390017,1065.333333,8.061427389,639.2418736,6.102657213,0.562874197,598.5152797,990.343809,23,0
0x18800b05,1681.554933,1132.333333,7.836486795,620.6890887,9.830325114,0.50812222,535.5149878,935.2007171,24,0
0x18800b04,1696.939476,1144.666667,8.134058325,657.6838615,6.001879588,0.570631983,606.8268823,1028.272407,25,0
0x18880b0b,1797.532968,1789.666667,8.470147808,649.7814371,7.352612985,0.533444631,616.802526,954.939389,27,0
0x18880b0a,1644.673153,1219.666667,7.724898987,571.4819929,4.071091996,0.607687043,570.4576713,1126.295946,28,0
0x18880b09,1802.357002,1035.333333,8.640075545,662.8647446,4.37772416,0.590040571,645.6904562,1047.267984,29,0
0x18880b08,1763.757782,1000.0,8.256068263,609.738601,1.031514937,0.765746952,691.955351,1295.690226,30,0
0x18800b0b,1748.939255,1075.0,8.078862063,609.7433404,6.995070264,0.538735792,581.7928472,1016.229352,31,0
0x18800b0a,1744.450812,841.0,8.33230438,637.5376106,0.887334478,0.808661936,694.2633629,1194.625129,32,0
0x18800b09,1782.737356,973.3333333,8.386211206,629.1919606,187.8599795,0.187163285,183.9252201,991.4735591,33,0
0x18800b08,1770.686033,978.3333333,8.413602772,637.7990696,3.494150394,0.623327372,634.434071,1072.959652,34,0
0x18880c00,1760.911043,863.0,8.471887958,574.7106076,4.740283367,0.6201313,445.9645446,1205.897333,0,0
0x18880c01,1708.209121,852.3333333,8.143378246,562.8432882,44.41466537,0.349695733,278.6792775,1169.806295,1,0
0x18880c02,1739.815668,767.3333333,8.222139505,559.1283041,3.387305798,0.666194745,464.1004802,1148.125427,2,0
0x18880c03,1795.240699,859.0,8.612376523,577.6520467,4.456371582,0.626812018,447.8804151,1229.406778,3,0
0x18800c00,1792.876992,872.0,8.617967229,586.3047907,43.23256683,0.351812327,290.0748433,1183.141238,4,0
0x18800c01,1800.879452,858.6666667,8.682257129,581.1468809,109.4592611,0.251380093,146.6631448,1188.422158,5,0
0x18800c02,1785.900981,872.6666667,8.687145398,592.4291747,4.11565321,0.633754932,462.202077,1178.537683,6,0
0x18800c03,1768.038295,877.6666667,8.641729609,594.1593525,4.887246111,0.615280759,444.4418122,1122.721583,7,0
0x18880c04,1636.899299,858.3333333,7.350989884,521.3796761,4.294918035,0.636420646,454.449433,1120.972298,9,1
0x18880c05,1820.788833,853.6666667,8.097250753,506.7176009,6.260838986,0.582672715,418.8138448,1246.902509,10,1
0x18880c06,1845.626635,1192.0,8.205021066,504.2328226,7.158939137,0.556000508,426.1032026,1263.911794,11,1
0x18880c07,1792.100921,1063.333333,8.139132116,514.0818631,8.012360834,0.545980579,404.9529841,1227.256612,12,1
0x18800c04,1741.437308,1069.0,7.925963768,526.0751802,3.995287719,0.619439706,497.3458854,1279.293179,13,1
0x18800c05,1679.605249,1220.333333,7.433870862,527.1017427,7.662548722,0.553095168,446.0990477,1017.768611,14,1
0x18800c06,1764.832281,1202.0,7.931366996,524.9971426,7.83358096,0.547568666,429.2361472,1164.634193,15,1
0x18800c07,1738.383777,1197.333333,7.946240342,534.6399716,3.724410928,0.629227336,493.3546304,1233.760166,16,1
0x18880c08,1785.021118,868.0,8.534941575,572.0999735,41.49093985,0.357367927,280.8426081,1133.505842,18,0
0x18880c0a,1770.858191,866.0,8.470562043,571.5416233,4.215101156,0.632848084,450.6846213,1168.610764,20,0
0x18880c0b,1837.461094,863.6666667,8.789357578,567.2337521,3.961429988,0.63766328,451.7142771,1212.562827,21,0
0x18800c08,1791.881076,848.6666667,8.507960047,553.001224,5.685813488,0.59693499,420.8223253,1227.106059,22,0
0x18800c09,1765.65974,871.3333333,8.3993028,573.1758924,3.418847791,0.658592545,467.608681,1165.180243,23,0
0x18800c0a,1749.157881,870.3333333,8.32679729,575.9216219,110.2051493,0.253058226,140.8424668,1110.732336,24,0
0x18800c0b,1759.365202,837.6666667,8.33548056,544.6093965,4.755704076,0.618422001,432.2090869,1248.651036,25,0
0x18880d03,1764.630623,863.6666667,8.34243757,561.2275566,4.471983365,0.627869466,443.1236408,1164.501116,27,0
0x18880d02,1835.90517,862.0,8.654767446,562.1925178,5.304306672,0.602850243,431.6639291,1211.536053,28,0
0x18880d01,1817.694043,803.6666667,8.594827254,570.1999508,5.43498796,0.601339133,429.1629207,1101.444486,29,0
0x18880d00,1758.043103,850.0,8.310514153,552.2111888,104.377583,0.257982999,134.991826,1160.153933,30,0
0x18800d03,1767.27024,856.3333333,8.375552009,559.6907069,5.202453949,0.607521442,439.3395512,1210.252203,31,0
0x18800d02,1759.494052,870.6666667,8.357481479,568.348832,5.902718017,0.593310302,424.9853976,1117.295906,32,0
0x18800d01,1760.544884,849.0,8.34038257,550.2998973,7.473482695,0.564832561,396.1335141,1161.804888,33,0
0x18800d00,1769.727702,857.0,8.371375229,553.9526353,6.592849647,0.578806957,413.4864501,1167.864741,34,0
0x18881000,1612.62414,839.6666667,7.388013878,526.1809236,4.433890826,0.632537885,441.5045841,1144.506439,0,0
0x18881001,1633.377699,1108.333333,7.494917299,518.268662,5.787207267,0.587250111,436.5948792,1199.910521,1,0
0x18881002,1641.909641,1122.0,7.605543058,541.1700358,7.284525844,0.561874602,423.2758835,1165.290851,2,0
0x18881003,1629.56828,1117.0,7.500016758,529.4584157,6.316104063,0.5773926,433.2065295,1156.53198,3,0
0x18801000,1590.041264,846.0,7.249527985,529.1018289,119.0713515,0.241692116,140.3335273,1088.883239,4,0
0x18801001,1635.778373,831.0,7.472629745,521.1235746,45.23298504,0.343825612,287.3904233,1160.939388,5,0
0x18801002,1627.948707,1206.0,7.551116843,562.1357669,7.526783483,0.556935704,432.9244152,1074.303065,6,0
0x18801003,1605.369158,840.0,7.314401345,524.7919413,46.37989276,0.342437853,278.957794,1099.380002,7,0
0x18881004,1662.149501,1117.666667,7.687006272,534.5122161,7.033909442,0.563489286,429.685029,1179.65542,9,0
0x18881005,1660.836014,1170.666667,7.705471136,523.0596393,5.714162089,0.586055818,445.1106324,1261.440634,10,0
0x18881006,1627.683071,1119.666667,7.516287408,533.849167,6.989315245,0.56668703,431.7256205,1155.194016,11,0
0x18881007,1615.327158,853.0,7.380045954,536.3878696,4.190426562,0.63778002,458.8831851,1106.199384,12,0
0x18801004,1646.710066,865.0,7.528814059,547.2462242,4.760072015,0.62155665,463.4524715,1127.690853,13,0
0x18801005,1623.816842,1123.666667,7.494923239,538.1602424,6.711396203,0.569825716,436.0197713,1112.013243,14,0
0x18801006,1636.883307,1134.666667,7.553115022,551.6019016,6.575548544,0.571954803,447.4268426,1120.961347,15,0
0x18801007,1623.19293,1122.0,7.476957673,536.9685673,6.567452276,0.574117339,435.1727352,1152.007287,16,0
0x18881008,1627.325488,1168.333333,7.522497977,519.0004047,5.489212782,0.593523751,440.7900499,1235.98867,18,0
0x1888100a,1651.201748,842.3333333,7.617651409,525.4761296,40.96167027,0.357584917,284.7692396,1089.648029,20,0
0x1888100b,1631.946079,1119.0,7.528493109,531.6873746,8.306043883,0.545686402,410.974453,1076.94098,21,0
0x18801008,1624.268289,1121.0,7.478955588,534.3027649,5.995239338,0.582225502,449.5290447,1152.770488,22,0
0x18801009,1621.575049,852.0,7.387109241,532.4845911,116.6006556,0.245510908,142.354677,1070.097011,23,0
